YEAR, Country, I10GDP, I05HICP_T, I05HICP_R, I15HPI, UNEMPLOYMENT, I10LABOUR, KEY1
2015-Q2,SK,111.45400,122.83999,118.98999,100.16000,11.50000,107.96900,SK2015-Q2
2015-Q3,SK,112.84700,122.44999,118.98999,100.22000,11.30000,108.65699,SK2015-Q3
2015-Q4,SK,113.85700,122.09999,118.98999,101.33999,10.80000,108.90100,SK2015-Q4
2016-Q1,SK,113.64099,121.56999,119.19000,103.18000,10.30000,108.12699,SK2016-Q1
2016-Q2,SK,114.33100,122.06999,119.27999,106.09999,9.89999,107.77899,SK2016-Q2
2016-Q3,SK,114.83699,121.55999,119.33000,107.76999,9.50000,107.57099,SK2016-Q3
2016-Q4,SK,115.88400,121.98000,119.33000,109.75000,9.00000,107.54299,SK2016-Q4
2017-Q1,SK,115.80799,122.79000,119.44999,107.08000,8.60000,107.93399,SK2017-Q1
2017-Q2,SK,117.10399,123.27999,119.50000,113.08999,8.19999,108.29799,SK2017-Q2
2017-Q3,SK,117.56400,123.52999,119.77999,115.62000,7.80000,108.57099,SK2017-Q3
2017-Q4,SK,118.76899,124.36000,119.77999,116.16000,7.59999,109.28500,SK2017-Q4
2018-Q1,SK,120.03099,125.76999,119.88999,119.56999,7.09999,109.76399,SK2018-Q1
2018-Q2,SK,121.62200,126.80999,119.97000,120.98999,6.69999,110.50599,SK2018-Q2
2018-Q3,SK,123.08599,126.91000,120.01000,120.65000,6.19999,111.12100,SK2018-Q3
2018-Q4,SK,122.95700,126.98000,120.11000,124.05999,6.00000,111.30300,SK2018-Q4
2019-Q1,SK,124.19400,128.80000,120.37000,126.41000,5.80000,111.75199,SK2019-Q1
2019-Q2,SK,124.41600,130.08999,120.51000,131.08000,5.69999,111.84799,SK2019-Q2
2019-Q3,SK,124.26200,130.74000,120.91000,134.52000,5.69999,112.32199,SK2019-Q3
2019-Q4,SK,125.03900,130.86999,120.93000,137.55999,5.69999,113.20800,SK2019-Q4
2020-Q1,SK,121.82900,132.55999,121.12999,143.02000,6.00000,110.08899,SK2020-Q1
2020-Q2,SK,112.67500,132.69999,122.43000,143.75000,6.50000,103.67400,SK2020-Q2
2020-Q3,SK,123.27799,132.75000,123.23999,145.92999,7.00000,113.97399,SK2020-Q3
2020-Q4,SK,124.20099,132.97999,123.23999,147.52999,7.00000,114.81199,SK2020-Q4
2021-Q1,SK,123.92800,133.91000,123.26999,145.80999,7.19999,115.43699,SK2021-Q1
2021-Q2,SK,125.38600,135.47000,123.29000,150.57000,6.90000,116.80899,SK2021-Q2
2021-Q3,SK,125.69400,137.27000,123.30999,157.66000,6.69999,116.92700,SK2021-Q3
2021-Q4,SK,126.59500,139.32000,124.48000,163.27999,6.50000,117.15899,SK2021-Q4
2022-Q1,SK,126.06400,145.30000,124.87999,166.46000,6.40000,116.95600,SK2022-Q1
2022-Q2,SK,127.02600,151.38999,128.13000,175.61999,6.30000,116.34999,SK2022-Q2
2022-Q3,SK,128.58200,155.47000,130.08999,180.61000,6.00000,116.65899,SK2022-Q3
2022-Q4,SK,128.41799,160.00999,131.64999,179.17999,6.00000,116.84799,SK2022-Q4
2023-Q1,SK,130.52999,167.24000,133.91999,179.19000,6.09999,117.30200,SK2023-Q1
2023-Q2,SK,131.33700,170.36999,134.83000,172.25999,5.90000,118.04000,SK2023-Q2
2023-Q3,SK,132.25500,170.47000,136.36999,173.69000,5.80000,118.56600,SK2023-Q3
2023-Q4,SK,134.55499,171.33999,137.05999,177.27000,5.59999,119.03700,SK2023-Q4
